X,Y
37.454011884736246,145.85837319648508
95.07143064099162,336.1773728672701
73.1993941811405,253.88491398622696
59.86584841970366,203.50839555717704
15.601864044243651,25.03608434750423
15.599452033620265,40.201197949776756
5.8083612168199465,11.116488839674062
86.61761457749351,324.3040955456056
60.11150117432088,217.2626199014923
70.80725777960456,212.56459912136125
2.0584494295802447,13.686252391426756
96.99098521619943,331.7668026483717
83.24426408004217,277.8164842740284
21.233911067827616,86.55221451421401
18.182496720710063,84.25872897240424
18.34045098534338,82.81718083102581
30.42422429595377,89.70043457138543
52.475643163223786,177.48050355425897
43.194501864211574,157.80602515281177
29.122914019804192,121.44110161176185
61.18528947223795,204.56502839592702
13.949386065204184,45.1096716949383
29.214464853521815,80.12392750720579
36.63618432936917,104.3025126711787
45.606998421703594,175.87501092384656
78.51759613930136,301.93638705897126
19.967378215835975,68.44562132381924
51.42344384136116,200.05271140260453
59.24145688620425,214.57781960266757
4.645041271999773,3.3552493598967192
60.75448519014384,219.86861027567173
17.052412368729154,90.44417461987143
6.505159298527952,22.0515367626488
94.88855372533332,363.4028111549468
96.56320330745594,285.57630949430086
80.83973481164611,299.3771219282658
30.46137691733707,108.35576057544317
9.767211400638388,28.205092892917
68.42330265121569,241.31677480996498
44.01524937396013,114.3019945168426
12.203823484477883,38.319944438922356
49.51769101112702,180.4541699691795
3.4388521115218396,41.59386328515676
90.9320402078782,307.89673636210074
25.87799816000169,74.40312150214217
66.2522284353982,221.84765865220294
31.171107608941096,127.40691898533532
52.00680211778108,188.59882960542745
54.67102793432797,180.7533936948071
18.485445552552704,74.9644080962016
